Indicator,IndicatorName,Region,RegionName,Unit,Date,Value
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2012,5535.80
301,"Production of crude oil, NLG and additives, 1000 tonnes",10207,Sudan,thousand tonnes,2012,5535.80
301,"Production of crude oil, NLG and additives, 1000 tonnes",10105,Chad,thousand tonnes,2013,5658.22
301,"Production of crude oil, NLG and additives, 1000 tonnes",10105,Chad,thousand tonnes,2012,5748.22
301,"Production of crude oil, NLG and additives, 1000 tonnes",10105,Chad,thousand tonnes,2014,6683.10
301,"Production of crude oil, NLG and additives, 1000 tonnes",10207,Sudan,thousand tonnes,2013,7557.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10207,Sudan,thousand tonnes,2014,7973.41
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2000,8973.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2001,10440.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10206,South Sudan,thousand tonnes,2014,11790.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2002,11798.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10109,Gabon,thousand tonnes,2013,11835.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10109,Gabon,thousand tonnes,2014,12000.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2013,12152.97
301,"Production of crude oil, NLG and additives, 1000 tonnes",10109,Gabon,thousand tonnes,2012,12277.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2013,12855.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2014,12950.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2003,13094.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10206,South Sudan,thousand tonnes,2013,13100.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2012,13105.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2014,13450.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2004,14583.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2005,14670.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2012,15566.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2006,17790.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2014,19763.41
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2013,20657.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2011,22637.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2008,22893.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2010,23086.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2009,23743.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",102,East Africa,thousand tonnes,2007,24133.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10303,Libya,thousand tonnes,2014,25853.42
301,"Production of crude oil, NLG and additives, 1000 tonnes",10302,Egypt,thousand tonnes,2013,32829.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10302,Egypt,thousand tonnes,2014,33483.97
301,"Production of crude oil, NLG and additives, 1000 tonnes",10302,Egypt,thousand tonnes,2012,34481.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10303,Libya,thousand tonnes,2013,48133.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10301,Algeria,thousand tonnes,2014,58028.79
301,"Production of crude oil, NLG and additives, 1000 tonnes",10301,Algeria,thousand tonnes,2013,58172.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10301,Algeria,thousand tonnes,2012,60385.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10303,Libya,thousand tonnes,2012,72505.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2000,78662.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2001,79692.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10101,Angola,thousand tonnes,2013,85060.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10101,Angola,thousand tonnes,2012,85200.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2002,86681.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10101,Angola,thousand tonnes,2014,87830.82
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2003,88759.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2002,102938.01
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2004,105808.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2008,112486.41
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2000,115781.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2006,117525.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2009,118171.16
301,"Production of crude oil, NLG and additives, 1000 tonnes",10513,Nigeria,thousand tonnes,2013,118332.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2005,119812.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2014,120189.84
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2001,120526.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",10513,Nigeria,thousand tonnes,2014,121160.27
301,"Production of crude oil, NLG and additives, 1000 tonnes",10513,Nigeria,thousand tonnes,2012,123768.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2003,125369.53
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2013,125988.79
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2014,128562.77
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2004,129633.20
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2012,130285.40
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2011,130659.58
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2013,131396.75
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2005,131534.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2010,132648.32
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2011,132947.76
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2011,134410.81
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2012,136190.25
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2014,136523.27
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2007,137666.81
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2007,140328.64
301,"Production of crude oil, NLG and additives, 1000 tonnes",105,West Africa,thousand tonnes,2006,141131.38
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2010,141601.59
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2009,141861.36
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2013,142294.06
301,"Production of crude oil, NLG and additives, 1000 tonnes",101,Central Africa,thousand tonnes,2008,147508.47
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2003,159560.40
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2012,170574.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2002,171903.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2001,172104.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2004,173961.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2000,177908.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2009,181288.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2010,188532.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2007,200071.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2006,203234.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2005,203879.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",103,North Africa,thousand tonnes,2008,205264.00
301,"Production of crude oil, NLG and additives, 1000 tonnes",1,Africa,thousand tonnes,2014,405208.29
301,"Production of crude oil, NLG and additives, 1000 tonnes",1,Africa,thousand tonnes,2013,420487.60
301,"Production of crude oil, NLG and additives, 1000 tonnes",1,Africa,thousand tonnes,2011,420795.15
301,"Production of crude oil, NLG and additives, 1000 tonnes",1,Africa,thousand tonnes,2012,442781.08
302,"Refinery output of oil products, 1000 tonnes",10512,Niger,thousand tonnes,2011,57.04
302,"Refinery output of oil products, 1000 tonnes",10105,Chad,thousand tonnes,2011,106.23
302,"Refinery output of oil products, 1000 tonnes",10506,Ghana,thousand tonnes,2014,129.20
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2007,202.07
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2008,225.63
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2006,233.56
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2004,241.58
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2000,246.49
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2002,252.77
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2003,257.06
302,"Refinery output of oil products, 1000 tonnes",10515,Sierra Leone,thousand tonnes,2005,325.39
302,"Refinery output of oil products, 1000 tonnes",10506,Ghana,thousand tonnes,2013,424.00
302,"Refinery output of oil products, 1000 tonnes",10506,Ghana,thousand tonnes,2012,514.00
302,"Refinery output of oil products, 1000 tonnes",10105,Chad,thousand tonnes,2012,516.96
302,"Refinery output of oil products, 1000 tonnes",10512,Niger,thousand tonnes,2012,560.21
302,"Refinery output of oil products, 1000 tonnes",10105,Chad,thousand tonnes,2013,566.00
302,"Refinery output of oil products, 1000 tonnes",10105,Chad,thousand tonnes,2014,567.99
302,"Refinery output of oil products, 1000 tonnes",10412,Zambia,thousand tonnes,2012,678.00
302,"Refinery output of oil products, 1000 tonnes",10412,Zambia,thousand tonnes,2013,688.16
302,"Refinery output of oil products, 1000 tonnes",10412,Zambia,thousand tonnes,2014,688.16
302,"Refinery output of oil products, 1000 tonnes",10514,Senegal,thousand tonnes,2014,698.03
302,"Refinery output of oil products, 1000 tonnes",10512,Niger,thousand tonnes,2014,715.15
302,"Refinery output of oil products, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2013,731.20
302,"Refinery output of oil products, 1000 tonnes",10514,Senegal,thousand tonnes,2013,749.42
302,"Refinery output of oil products, 1000 tonnes",10514,Senegal,thousand tonnes,2012,754.10
302,"Refinery output of oil products, 1000 tonnes",10512,Niger,thousand tonnes,2013,784.00
302,"Refinery output of oil products, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2012,833.00
302,"Refinery output of oil products, 1000 tonnes",10109,Gabon,thousand tonnes,2013,842.54
302,"Refinery output of oil products, 1000 tonnes",10106,"Congo, Rep.",thousand tonnes,2014,848.32
302,"Refinery output of oil products, 1000 tonnes",10204,Kenya,thousand tonnes,2013,851.57
302,"Refinery output of oil products, 1000 tonnes",10109,Gabon,thousand tonnes,2012,900.00
302,"Refinery output of oil products, 1000 tonnes",10109,Gabon,thousand tonnes,2014,944.65
302,"Refinery output of oil products, 1000 tonnes",10204,Kenya,thousand tonnes,2014,956.36
302,"Refinery output of oil products, 1000 tonnes",10204,Kenya,thousand tonnes,2012,968.00
302,"Refinery output of oil products, 1000 tonnes",10306,Tunisia,thousand tonnes,2013,1678.20
302,"Refinery output of oil products, 1000 tonnes",10306,Tunisia,thousand tonnes,2012,1691.00
302,"Refinery output of oil products, 1000 tonnes",10306,Tunisia,thousand tonnes,2014,1707.00
302,"Refinery output of oil products, 1000 tonnes",10103,Cameroon,thousand tonnes,2013,1790.51
302,"Refinery output of oil products, 1000 tonnes",10101,Angola,thousand tonnes,2012,1928.00
302,"Refinery output of oil products, 1000 tonnes",10103,Cameroon,thousand tonnes,2012,1958.00
302,"Refinery output of oil products, 1000 tonnes",10101,Angola,thousand tonnes,2014,1960.26
302,"Refinery output of oil products, 1000 tonnes",10103,Cameroon,thousand tonnes,2014,2004.93
302,"Refinery output of oil products, 1000 tonnes",10101,Angola,thousand tonnes,2013,2206.75
302,"Refinery output of oil products, 1000 tonnes",10504,Cote d'Ivoire,thousand tonnes,2014,3065.75
302,"Refinery output of oil products, 1000 tonnes",10504,Cote d'Ivoire,thousand tonnes,2012,3213.00
302,"Refinery output of oil products, 1000 tonnes",10504,Cote d'Ivoire,thousand tonnes,2013,3244.55
302,"Refinery output of oil products, 1000 tonnes",10207,Sudan,thousand tonnes,2013,3787.49
302,"Refinery output of oil products, 1000 tonnes",10207,Sudan,thousand tonnes,2014,3787.49
302,"Refinery output of oil products, 1000 tonnes",10207,Sudan,thousand tonnes,2012,3848.06
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2000,3944.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2002,4133.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2001,4333.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2000,4340.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2001,4358.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2002,4441.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2003,4472.00
302,"Refinery output of oil products, 1000 tonnes",10513,Nigeria,thousand tonnes,2013,4516.34
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2013,4639.06
302,"Refinery output of oil products, 1000 tonnes",10513,Nigeria,thousand tonnes,2012,4728.09
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2014,4743.85
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2009,4782.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2012,4816.06
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2003,4845.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2004,4870.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2005,4891.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2006,4891.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2004,5083.00
302,"Refinery output of oil products, 1000 tonnes",10513,Nigeria,thousand tonnes,2014,5097.82
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2005,5105.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2008,5178.00
302,"Refinery output of oil products, 1000 tonnes",10303,Libya,thousand tonnes,2011,5402.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2011,5486.23
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2007,5494.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2010,5731.84
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2011,6015.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2006,6039.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2008,6047.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2012,6135.96
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2013,6137.00
302,"Refinery output of oil products, 1000 tonnes",101,Central Africa,thousand tonnes,2014,6326.15
302,"Refinery output of oil products, 1000 tonnes",10304,Morocco,thousand tonnes,2014,6361.39
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2009,6469.00
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2010,6479.96
302,"Refinery output of oil products, 1000 tonnes",102,East Africa,thousand tonnes,2007,6506.00
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2009,6578.10
302,"Refinery output of oil products, 1000 tonnes",10304,Morocco,thousand tonnes,2013,6597.00
302,"Refinery output of oil products, 1000 tonnes",10304,Morocco,thousand tonnes,2012,6941.00
302,"Refinery output of oil products, 1000 tonnes",10303,Libya,thousand tonnes,2013,7350.08
302,"Refinery output of oil products, 1000 tonnes",10303,Libya,thousand tonnes,2014,7445.92
302,"Refinery output of oil products, 1000 tonnes",10303,Libya,thousand tonnes,2012,8042.00
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2007,8397.28
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2010,9629.21
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2014,9705.95
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2013,9718.30
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2000,9760.89
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2012,9769.41
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2011,9820.59
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2003,10502.76
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2008,10549.92
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2004,10922.68
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2006,14338.36
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2005,15079.19
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2001,15517.00
302,"Refinery output of oil products, 1000 tonnes",105,West Africa,thousand tonnes,2002,15739.27
302,"Refinery output of oil products, 1000 tonnes",10410,South Africa,thousand tonnes,2012,20842.00
302,"Refinery output of oil products, 1000 tonnes",10410,South Africa,thousand tonnes,2013,20845.84
302,"Refinery output of oil products, 1000 tonnes",10410,South Africa,thousand tonnes,2014,20880.36
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2011,20984.00
302,"Refinery output of oil products, 1000 tonnes",10301,Algeria,thousand tonnes,2014,21148.02
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2012,21520.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2013,21533.99
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2014,21568.52
302,"Refinery output of oil products, 1000 tonnes",10302,Egypt,thousand tonnes,2013,21822.28
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2009,22220.00
302,"Refinery output of oil products, 1000 tonnes",10301,Algeria,thousand tonnes,2012,22430.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2010,22523.90
302,"Refinery output of oil products, 1000 tonnes",10301,Algeria,thousand tonnes,2013,23122.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2008,24392.00
302,"Refinery output of oil products, 1000 tonnes",10302,Egypt,thousand tonnes,2014,24821.41
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2004,25303.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2000,25729.00
302,"Refinery output of oil products, 1000 tonnes",10302,Egypt,thousand tonnes,2012,26367.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2003,27079.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2002,27750.96
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2001,28340.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2005,28725.16
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2007,31336.00
302,"Refinery output of oil products, 1000 tonnes",104,Southern Africa,thousand tonnes,2006,42466.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2013,60569.56
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2014,61483.75
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2011,65323.38
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2012,65471.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2003,67155.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2000,69345.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2002,70131.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2001,71049.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2006,72824.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2007,73520.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2004,74974.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2009,75026.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2008,75828.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2005,76691.00
302,"Refinery output of oil products, 1000 tonnes",103,North Africa,thousand tonnes,2010,80641.97
302,"Refinery output of oil products, 1000 tonnes",1,Africa,thousand tonnes,2013,102597.91
302,"Refinery output of oil products, 1000 tonnes",1,Africa,thousand tonnes,2014,103828.21
302,"Refinery output of oil products, 1000 tonnes",1,Africa,thousand tonnes,2012,107712.43
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2013,23.22
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2014,23.22
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2012,25.19
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2011,25.91
303,"Final consumption of oil, 1000 tonnes",10508,Guinea-Bissau,thousand tonnes,2012,27.00
303,"Final consumption of oil, 1000 tonnes",10508,Guinea-Bissau,thousand tonnes,2013,29.40
303,"Final consumption of oil, 1000 tonnes",10508,Guinea-Bissau,thousand tonnes,2014,29.40
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2001,33.34
303,"Final consumption of oil, 1000 tonnes",10508,Guinea-Bissau,thousand tonnes,2011,33.70
303,"Final consumption of oil, 1000 tonnes",10104,Central African Republic,thousand tonnes,2013,33.79
303,"Final consumption of oil, 1000 tonnes",10104,Central African Republic,thousand tonnes,2014,33.79
303,"Final consumption of oil, 1000 tonnes",10409,Seychelles,thousand tonnes,2013,34.30
303,"Final consumption of oil, 1000 tonnes",10409,Seychelles,thousand tonnes,2014,34.32
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2002,34.42
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2003,34.42
303,"Final consumption of oil, 1000 tonnes",10409,Seychelles,thousand tonnes,2012,34.66
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2004,35.45
303,"Final consumption of oil, 1000 tonnes",10402,Comoros,thousand tonnes,2005,37.77
303,"Final consumption of oil, 1000 tonnes",10409,Seychelles,thousand tonnes,2011,38.18
303,"Final consumption of oil, 1000 tonnes",10104,Central African Republic,thousand tonnes,2011,43.00
303,"Final consumption of oil, 1000 tonnes",10111,Sao Tome and Principe,thousand tonnes,2011,45.00
303,"Final consumption of oil, 1000 tonnes",10111,Sao Tome and Principe,thousand tonnes,2013,45.48
303,"Final consumption of oil, 1000 tonnes",10111,Sao Tome and Principe,thousand tonnes,2014,45.48
303,"Final consumption of oil, 1000 tonnes",10111,Sao Tome and Principe,thousand tonnes,2012,45.87
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2004,51.31
303,"Final consumption of oil, 1000 tonnes",10503,Cape Verde,thousand tonnes,2001,52.41
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2005,53.50
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2006,55.72
303,"Final consumption of oil, 1000 tonnes",10503,Cape Verde,thousand tonnes,2002,56.19
303,"Final consumption of oil, 1000 tonnes",10503,Cape Verde,thousand tonnes,2003,56.19
303,"Final consumption of oil, 1000 tonnes",10104,Central African Republic,thousand tonnes,2012,56.47
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2001,57.44
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2002,57.44
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2003,59.67
303,"Final consumption of oil, 1000 tonnes",10102,Burundi,thousand tonnes,2008,66.11
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2000,70.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2001,70.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2002,70.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2003,70.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2004,70.00
303,"Final consumption of oil, 1000 tonnes",10202,Eritrea,thousand tonnes,2013,70.35
303,"Final consumption of oil, 1000 tonnes",10202,Eritrea,thousand tonnes,2014,70.35
303,"Final consumption of oil, 1000 tonnes",10102,Burundi,thousand tonnes,2009,73.00
303,"Final consumption of oil, 1000 tonnes",10202,Eritrea,thousand tonnes,2011,73.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2005,75.00
303,"Final consumption of oil, 1000 tonnes",10503,Cape Verde,thousand tonnes,2000,75.22
303,"Final consumption of oil, 1000 tonnes",10108,Equatorial Guinea,thousand tonnes,2000,76.58
303,"Final consumption of oil, 1000 tonnes",10102,Burundi,thousand tonnes,2014,76.92
303,"Final consumption of oil, 1000 tonnes",10202,Eritrea,thousand tonnes,2012,77.00
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2006,77.65
303,"Final consumption of oil, 1000 tonnes",10403,Lesotho,thousand tonnes,2009,77.65
303,"Final consumption of oil, 1000 tonnes",10102,Burundi,thousand tonnes,2011,80.21
